@attribute SRC_ADD string
@attribute DES_ADD string
@attribute PKT_ID numeric
@attribute FROM_NODE numeric
@attribute TO_NODE numeric
@attribute PKT_TYPE {tcp,ack,cbr,ping}
@attribute PKT_SIZE numeric
@attribute FLAGS {-------,---A---}
@attribute FID numeric
@attribute SEQ_NUMBER numeric
@attribute NUMBER_OF_PKT numeric
@attribute NUMBER_OF_BYTE numeric
@attribute NODE_NAME_FROM {Switch1,Router,server1,router,clien-4,client-2,Switch2,client-5,clien-9,clien-2,clien-1,clien-14,clien-5,clien-11,clien-13,clien-0,switch1,client-4,clienthttp,clien-7,clien-19,client-14,clien-12,clien-8,clien-15,webserverlistin,client-18,client-1,switch2,clien-6,client-10,client-7,webcache,clien-10,client-15,clien-3,client-17,client-16,clien-17,clien-18,client-12,client-8,client-0,clien-16,client-13,client-11,client-6,client-3,client-9,client-19,http_client}
@attribute NODE_NAME_TO {Router,server1,Switch2,Switch1,clien-1,clien-5,clien-7,switch1,clien-11,clien-15,clien-13,clien-3,clien-9,clien-6,router,clien-4,clien-14,switch2,clien-8,clienthttp,webcache,clien-10,clien-12,webserverlistin,clien-0,clien-2,http_client,client-13,client-9,client-1,client-19,client-4,client-17,client-7,client-3,client-12,client-2,clien-18,client-16,clien-17,client-0,clien-16,client-18,client-5,client-11,client-14,client-8,client-6,client-10,clien-19,client-15}
@attribute PKT_IN numeric
@attribute PKT_OUT numeric
@attribute PKT_R numeric
@attribute PKT_DELAY_NODE numeric
@attribute PKT_RATE numeric
@attribute BYTE_RATE numeric
@attribute PKT_AVG_SIZE numeric
@attribute UTILIZATION numeric
@attribute PKT_DELAY numeric
@attribute PKT_SEND_TIME numeric
@attribute PKT_RESEVED_TIME numeric
@attribute FIRST_PKT_SENT numeric
@attribute LAST_PKT_RESEVED numeric
@attribute PKT_CLASS {Normal,UDP-Flood,Smurf,SIDDOS,HTTP-FLOOD}

@data
3,24.3,294414,3,21,tcp,1540,-------,4,8934,16091,24780100,clien-3,Switch1,28.210469,28.210469,28.220592,0,328.240918,505490,1540,0.236321,0,28.210469,28.240838,1,50.02192,Normal
24.15,15,364258,22,15,ack,55,-------,16,10685,16092,885060,Switch2,clien-15,33.588067,33.588067,33.59807,0,328.206042,18051.3,55,0.008441,0,33.568061,33.59807,1.030045,50.060221,Normal
5,24.5,496154,5,21,tcp,1540,-------,6,14017,16091,24780100,clien-5,Switch1,43.687443,43.687443,43.697567,0,328.204637,505434,1540,0.236321,0,43.687443,43.717813,1,50.027339,Normal
24.13,13,64919,22,13,ack,55,-------,14,2016,16103,885665,Switch2,clien-13,7.340294,7.340294,7.350298,0,328.460278,18065.3,55,0.008446,0,7.320288,7.350298,1.030032,50.055747,Normal
3,24.3,162002,23,24,tcp,1540,-------,4,5051,16091,24780100,Router,server1,16.486448,16.486448,16.496571,0,328.240918,505490,1540,0.236321,0,16.466202,16.496571,1,50.02192,Normal
24.11,11,206048,23,22,ack,55,-------,12,6424,16103,885665,Router,Switch2,20.624726,20.624726,20.634729,0,328.522947,18068.8,55,0.008446,0,20.614723,20.644732,1.030019,50.046382,Normal
24.12,12,17580,23,22,ack,55,-------,13,546,16103,885665,Router,Switch2,2.875782,2.875782,2.885786,0,328.491596,18067,55,0.008446,0,2.865779,2.895789,1.030026,50.051067,Normal
1.1,24.21,450080,1,21,cbr,1000,-------,22,1894,6250,6250000,clien-1,Switch1,40.152,40.152,40.16208,0,124.944025,124944,1000,0.059605,0.000474,40.152,40.182714,25,75.0224,Normal
3,24.3,433799,23,24,tcp,1540,-------,4,12446,16091,24780100,Router,server1,38.924001,38.924001,38.934124,0,328.240918,505490,1540,0.236321,0,38.903754,38.934124,1,50.02192,Normal
13,24.13,268585,13,22,tcp,1540,-------,14,8290,16103,24798600,clien-13,Switch2,26.22739,26.22739,26.237514,0,328.460131,505828,1540,0.236498,0,26.22739,26.25776,1,50.025737,Normal
5.2,24.47,67035,5,21,cbr,1500,-------,26,2569,9108,13662000,client-5,switch1,63.610286,63.610406,63.620526,0.00012,1016.522962,1524780,1500,0.130291,0.03204,63.610286,63.642326,1,9.959955,UDP-Flood
0,24,478157,0,21,tcp,1540,-------,1,13563,16091,24780100,clien-0,Switch1,42.304688,42.304688,42.314811,0,328.316229,505606,1540,0.236321,0.0016,42.304688,42.336658,1,50.010675,Normal
3,24.3,3845,3,21,tcp,1540,-------,4,124,16091,24780100,clien-3,Switch1,1.574962,1.574962,1.585085,0,328.240918,505490,1540,0.236321,0,1.574962,1.605331,1,50.02192,Normal
24.6,6,169005,23,21,ack,55,-------,7,5264,16091,885005,Router,Switch1,17.13715,17.13715,17.147153,0,328.19309,18050.6,55,0.00844,0,17.127147,17.157156,1.030048,50.059112,Normal
3,24.3,177395,21,23,tcp,1540,-------,4,5533,16091,24780100,Switch1,Router,17.925944,17.925944,17.936068,0,328.240918,505490,1540,0.236321,0,17.915821,17.946191,1,50.02192,Normal
7,24.7,335152,7,21,tcp,1540,-------,8,9961,16090,24778600,clien-7,Switch1,31.335321,31.335321,31.345444,0,328.167486,505378,1540,0.236307,0,31.335321,31.36569,1,50.029842,Normal
12.2,24.54,33805,23,24,cbr,1500,-------,33,1226,8655,12982500,router,server1,32.48584,32.48656,32.49668,0.00072,962.684973,1444030,1500,0.123811,0.03168,32.465,32.49668,1,9.99048,UDP-Flood
24.8,8,289029,21,8,ack,55,-------,9,8783,16088,884840,Switch1,clien-8,27.81664,27.81664,27.826643,0,328.113525,18046.2,55,0.008438,0,27.796634,27.826643,1.030054,50.061864,Normal
24.5,5,417589,21,5,ack,55,-------,6,12025,16091,885005,Switch1,clien-5,37.679063,37.679063,37.689066,0,328.204851,18051.3,55,0.00844,0,37.659057,37.689066,1.030042,50.057349,Normal
7,24.7,500606,21,23,tcp,1540,-------,8,14123,16090,24778600,Switch1,Router,44.037162,44.037162,44.047285,0,328.167486,505378,1540,0.236307,0.000416,44.027038,44.057824,1,50.029842,Normal
24.12,12,45633,23,22,ack,55,-------,13,1412,16103,885665,Router,Switch2,5.514726,5.514726,5.52473,0,328.491596,18067,55,0.008446,0,5.504723,5.534733,1.030026,50.051067,Normal
5,24.5,339374,21,23,tcp,1540,-------,6,10064,16091,24780100,Switch1,Router,31.668761,31.668761,31.678884,0,328.204637,505434,1540,0.236321,0.000006,31.658637,31.689014,1,50.027339,Normal
1,24.1,501573,1,21,tcp,1540,-------,2,14160,16091,24780100,clien-1,Switch1,44.102811,44.102811,44.112934,0,328.297855,505578,1540,0.236321,0,44.102811,44.133181,1,50.013418,Normal
10,24.1,171077,10,22,tcp,1540,-------,11,5348,16103,24798600,clien-10,Switch2,17.322681,17.322681,17.332804,0,328.561898,505985,1540,0.236498,0,17.322681,17.35305,1,50.010552,Normal
8,24.8,37780,23,24,tcp,1540,-------,9,1179,16088,24775500,Router,server1,4.788037,4.788037,4.79816,0,328.11323,505294,1540,0.236278,0,4.76779,4.79816,1,50.031854,Normal
6,24.6,142219,23,24,tcp,1540,-------,7,4434,16091,24780100,Router,server1,14.624628,14.624628,14.634751,0,328.192835,505416,1540,0.236321,0,14.604381,14.634751,1,50.029102,Normal
24.12,12,301428,22,12,ack,55,-------,13,9107,16103,885665,Switch2,clien-12,28.768384,28.768384,28.778387,0,328.491596,18067,55,0.008446,0,28.748378,28.778387,1.030026,50.051067,Normal
24.8,8,113727,23,21,ack,55,-------,9,3538,16088,884840,Router,Switch1,11.933402,11.933402,11.943405,0,328.113525,18046.2,55,0.008438,0,11.923398,11.953408,1.030054,50.061864,UDP-Flood
24.12,12,315375,22,12,ack,55,-------,13,9452,16103,885665,Switch2,clien-12,29.83621,29.83621,29.846213,0,328.491596,18067,55,0.008446,0,29.816203,29.846213,1.030026,50.051067,Normal
8.1,24.28,333084,21,23,cbr,1000,-------,29,772,6250,6250000,Switch1,Router,31.18608,31.18664,31.19672,0.00056,124.941228,124941,1000,0.059605,0.001166,31.176,31.207406,25,75.02352,Normal
3,24.3,106461,23,24,tcp,1540,-------,4,3328,16091,24780100,Router,server1,11.25859,11.25859,11.268714,0,328.240918,505490,1540,0.236321,0,11.238344,11.268714,1,50.02192,Normal
16.1,24.36,630540,16,22,cbr,1000,-------,37,5701,6250,6250000,clien-16,Switch2,70.608,70.608,70.61808,0,124.941827,124942,1000,0.059605,0.00104,70.608,70.63928,25,75.02328,Normal
2,24.2,338034,2,21,tcp,1540,-------,3,10034,16091,24780100,clien-2,Switch1,31.555722,31.555722,31.565845,0,328.26404,505526,1540,0.236321,0,31.555722,31.586091,1,50.018467,Normal
1,24.1,557151,1,21,tcp,1540,-------,2,15554,16091,24780100,clien-1,Switch1,48.363278,48.363278,48.373402,0,328.297855,505578,1540,0.236321,0.000184,48.363278,48.393832,1,50.013418,Normal
4,24.4,315596,23,24,tcp,1540,-------,5,9470,16091,24780100,Router,server1,29.854414,29.855584,29.865707,0.00117,328.217832,505455,1540,0.236321,0.001723,29.833614,29.865707,1,50.025368,Normal
2.2,24.44,11259,23,24,cbr,1500,-------,23,411,8655,12982500,router,server1,11.551623,11.551863,11.561983,0.00024,962.684973,1444030,1500,0.123811,0.03084,11.531143,11.561983,1,9.99048,UDP-Flood
7,24.7,557401,7,21,tcp,1540,-------,8,15551,16090,24778600,clien-7,Switch1,48.383302,48.383302,48.393426,0,328.167486,505378,1540,0.236307,0,48.383302,48.413672,1,50.029842,Normal
15,24.15,313076,15,22,tcp,1540,-------,16,9403,16092,24781700,clien-15,Switch2,29.640531,29.640531,29.650654,0,328.205808,505437,1540,0.236337,0.0016,29.640531,29.672501,1,50.030211,Normal
24.7,7,71411,21,7,ack,55,-------,8,2217,16090,884950,Switch1,clien-7,7.955544,7.955544,7.965547,0,328.167767,18049.2,55,0.00844,0,7.935538,7.965547,1.030051,50.059851,Normal
24.1,10,514022,22,10,ack,55,-------,11,14470,16103,885665,Switch2,clien-10,45.076018,45.076018,45.086021,0,328.561918,18070.9,55,0.008446,0,45.056011,45.086021,1.030013,50.040562,Normal
19.1,24.39,613004,23,24,cbr,1000,-------,40,4830,6250,6250000,Router,server1,63.66088,63.66168,63.67176,0.0008,124.940628,124941,1000,0.059605,0.00152,63.64,63.67176,25,75.02376,Normal
13.1,24.33,278437,13,22,cbr,1000,-------,34,248,6250,6250000,clien-13,Switch2,26.984,26.984,26.99408,0,124.943026,124943,1000,0.059605,0.000365,26.984,27.014605,25,75.0228,Normal
24.13,13,102066,23,22,ack,55,-------,14,3173,16103,885665,Router,Switch2,10.831546,10.831546,10.841549,0,328.460278,18065.3,55,0.008446,0,10.821542,10.851552,1.030032,50.055747,Normal
24.6,6,470393,24,23,ack,55,-------,7,13352,16091,885005,server1,Router,41.709474,41.709474,41.719477,0,328.19309,18050.6,55,0.00844,0,41.709474,41.739483,1.030048,50.059112,Normal
7.2,24.49,49979,21,23,cbr,1500,-------,28,2008,9588,14382000,switch1,router,47.552691,47.552811,47.562931,0.00012,1066.08599,1599130,1500,0.137157,0.03048,47.542571,47.573051,1,9.993646,UDP-Flood
24.6,6,475977,24,23,ack,55,-------,7,13491,16091,885005,server1,Router,42.137341,42.137341,42.147344,0,328.19309,18050.6,55,0.00844,0,42.137341,42.16735,1.030048,50.059112,Normal
11.2,24.53,39243,11,22,cbr,1500,-------,32,1502,9108,13662000,client-11,switch2,37.571429,37.571669,37.581789,0.00024,1016.449678,1524670,1500,0.130291,0.03336,37.571429,37.604789,1,9.960601,UDP-Flood
4.1,24.24,372376,4,21,cbr,1000,-------,25,1149,6250,6250000,clien-4,Switch1,34.192,34.192,34.20208,0,124.942826,124943,1000,0.059605,0.000782,34.192,34.223022,25,75.02288,Normal
17.2,24.59,36777,23,24,cbr,1500,-------,38,1405,9108,13662000,router,server1,35.252297,35.253617,35.263737,0.00132,1016.424609,1524640,1500,0.130291,0.03288,35.230857,35.263737,1,9.960822,UDP-Flood
24.2,2,74075,23,21,ack,55,-------,3,2303,16091,885005,Router,Switch1,8.197283,8.197283,8.207286,0,328.26412,18054.5,55,0.00844,0,8.18728,8.21729,1.030022,50.048477,Normal
14.1,24.34,604907,23,24,cbr,1000,-------,35,4428,6250,6250000,Router,server1,60.44448,60.44488,60.45496,0.0004,124.942626,124943,1000,0.059605,0.00072,60.424,60.45496,25,75.02296,Normal
4,24.4,464357,21,23,tcp,1540,-------,5,13221,16091,24780100,Switch1,Router,41.257722,41.257722,41.267845,0,328.217832,505455,1540,0.236321,0,41.247599,41.277968,1,50.025368,Normal
10,24.1,34337,22,23,tcp,1540,-------,11,1081,16103,24798600,Switch2,Router,4.453974,4.453974,4.464097,0,328.561898,505985,1540,0.236498,0,4.44385,4.47422,1,50.010552,Normal
24.5,5,191453,21,5,ack,55,-------,6,5965,16091,885005,Switch1,clien-5,19.260052,19.260052,19.270056,0,328.204851,18051.3,55,0.00844,0,19.240046,19.270056,1.030042,50.057349,Normal
0.1,24.2,634149,21,23,cbr,1000,-------,21,5881,6250,6250000,Switch1,Router,72.05808,72.05808,72.06816,0,124.944425,124944,1000,0.059605,0,72.048,72.07824,25,75.02224,Normal
24.13,13,326645,23,22,ack,55,-------,14,9742,16103,885665,Router,Switch2,30.690458,30.690458,30.700461,0,328.460278,18065.3,55,0.008446,0,30.680455,30.710465,1.030032,50.055747,Normal
24.1,1,51366,21,1,ack,55,-------,2,1594,16091,885005,Switch1,clien-1,6.065309,6.065309,6.075312,0,328.297902,18056.4,55,0.00844,0,6.045302,6.075312,1.030016,50.043427,Normal
24.5,5,80348,23,21,ack,55,-------,6,2502,16091,885005,Router,Switch1,8.786907,8.786907,8.79691,0,328.204851,18051.3,55,0.00844,0,8.776904,8.806914,1.030042,50.057349,Normal
0,24,166381,21,23,tcp,1540,-------,1,5199,16091,24780100,Switch1,Router,16.89171,16.89171,16.901834,0,328.316229,505606,1540,0.236321,0,16.881587,16.911957,1,50.010675,Normal
6.1,24.26,630671,23,24,cbr,1000,-------,27,5708,6250,6250000,Router,server1,70.68464,70.68512,70.6952,0.00048,124.942027,124942,1000,0.059605,0.00096,70.664,70.6952,25,75.0232,Normal
24.3,3,340509,21,3,ack,55,-------,4,10083,16091,885005,Switch1,clien-3,31.764966,31.764966,31.774969,0,328.241051,18053.3,55,0.00844,0,31.744959,31.774969,1.030029,50.051929,Normal
24.1,1,555987,24,23,ack,55,-------,2,15515,16091,885005,server1,Router,48.273136,48.273136,48.283139,0,328.297902,18056.4,55,0.00844,0,48.273136,48.303146,1.030016,50.043427,Normal
13.1,24.33,597789,22,23,cbr,1000,-------,34,4075,6250,6250000,Switch2,Router,57.61008,57.61032,57.6204,0.00024,124.943026,124943,1000,0.059605,0.00056,57.6,57.6308,25,75.0228,Normal
0.1,24.2,603092,0,21,cbr,1000,-------,21,4338,6250,6250000,clien-0,Switch1,59.704,59.704,59.71408,0,124.944425,124944,1000,0.059605,0,59.704,59.73424,25,75.02224,Normal
17.2,24.59,19671,22,23,cbr,692,-------,38,755,9108,6302740,switch2,router,19.29637,19.299656,19.309711,0.003286,1016.424609,703366,692,0.060108,0.037394,19.285714,19.323108,1,9.960822,UDP-Flood
24.4,4,44648,23,21,ack,55,-------,5,1388,16091,885005,Router,Switch1,5.422674,5.422674,5.432677,0,328.218006,18052,55,0.00844,0,5.41267,5.44268,1.030035,50.055377,Normal
6,24.6,294571,6,21,tcp,1540,-------,7,8932,16091,24780100,clien-6,Switch1,28.223523,28.223523,28.233646,0,328.192835,505416,1540,0.236321,0,28.223523,28.253893,1,50.029102,Normal
24.3,3,552891,23,21,ack,55,-------,4,15439,16091,885005,Router,Switch1,48.047489,48.047489,48.057493,0,328.241051,18053.3,55,0.00844,0,48.037486,48.067496,1.030029,50.051929,Normal
9,24.9,477355,21,23,tcp,1540,-------,10,13542,16085,24770900,Switch1,Router,42.254062,42.254062,42.264186,0,328.063862,505218,1540,0.236234,0.000123,42.243939,42.274432,1,50.030088,Normal
10,24.1,305323,22,23,tcp,1540,-------,11,9221,16103,24798600,Switch2,Router,29.058106,29.0588,29.068923,0.000694,328.561898,505985,1540,0.236498,0.00152,29.047982,29.079872,1,50.010552,Normal
4,24.4,540180,21,23,tcp,1540,-------,5,15124,16091,24780100,Switch1,Router,47.073269,47.073269,47.083392,0,328.217832,505455,1540,0.236321,0,47.063146,47.093515,1,50.025368,Normal
12.1,24.32,508908,12,22,cbr,1000,-------,33,2458,6250,6250000,clien-12,Switch2,44.664,44.664,44.67408,0,124.943426,124943,1000,0.059605,0.00041,44.664,44.69465,25,75.02264,Normal
24.6,6,159849,24,23,ack,55,-------,7,4976,16091,885005,server1,Router,16.265359,16.265359,16.275362,0,328.19309,18050.6,55,0.00844,0,16.265359,16.295369,1.030048,50.059112,Normal
8,24.8,464567,23,24,tcp,1540,-------,9,13218,16088,24775500,Router,server1,41.283802,41.283802,41.293925,0,328.11323,505294,1540,0.236278,0,41.263555,41.293925,1,50.031854,Normal
9.1,24.29,398769,21,23,cbr,1000,-------,30,1402,6250,6250000,Switch1,Router,36.22608,36.226833,36.236913,0.000753,124.940828,124941,1000,0.059605,0.001516,36.216,36.247756,25,75.02368,Normal
24,0,360313,21,0,ack,55,-------,1,10588,16091,885005,Switch1,clien-0,33.284816,33.284816,33.294819,0,328.316229,18057.4,55,0.00844,0,33.26481,33.294819,1.03001,50.040685,Normal
14.1,24.34,479806,14,22,cbr,1000,-------,35,2179,6250,6250000,clien-14,Switch2,42.432,42.432,42.44208,0,124.942626,124943,1000,0.059605,0.000539,42.432,42.462779,25,75.02296,Normal
13,24.13,204492,23,24,tcp,1540,-------,14,6386,16103,24798600,Router,server1,20.489592,20.489592,20.499715,0,328.460131,505828,1540,0.236498,0,20.469346,20.499715,1,50.025737,Normal
12,24.12,380806,22,23,tcp,1540,-------,13,11119,16103,24798600,Switch2,Router,34.848185,34.848185,34.858308,0,328.491489,505876,1540,0.236498,0,34.838062,34.868431,1,50.021057,Normal
10,24.1,555947,22,23,tcp,1540,-------,11,15535,16103,24798600,Switch2,Router,48.281949,48.281949,48.292072,0,328.561898,505985,1540,0.236498,0,48.271826,48.302195,1,50.010552,Normal
3,24.3,4959,23,24,tcp,1540,-------,4,162,16091,24780100,Router,server1,1.695642,1.695762,1.705885,0.00012,328.240918,505490,1540,0.236321,0.00012,1.675395,1.705885,1,50.02192,Normal
14,24.14,326506,23,24,tcp,1540,-------,15,9746,16103,24798600,Router,server1,30.691867,30.691867,30.70199,0,328.431807,505785,1540,0.236498,0,30.671621,30.70199,1,50.029965,Normal
1,24.1,348258,1,21,tcp,1540,-------,2,10291,16091,24780100,clien-1,Switch1,32.340382,32.340382,32.350505,0,328.297855,505578,1540,0.236321,0.00097,32.340382,32.371722,1,50.013418,Normal
2,24.2,493345,21,23,tcp,1540,-------,3,13949,16091,24780100,Switch1,Router,43.481563,43.481563,43.491686,0,328.26404,505526,1540,0.236321,0,43.47144,43.50181,1,50.018467,Normal
11.2,24.53,7074,11,22,cbr,1500,-------,32,270,9108,13662000,client-11,switch2,7.582857,7.582857,7.592977,0,1016.449678,1524670,1500,0.130291,0.030457,7.582857,7.613314,1,9.960601,UDP-Flood
2,24.2,298321,2,21,tcp,1540,-------,3,9041,16091,24780100,clien-2,Switch1,28.511133,28.511133,28.521256,0,328.26404,505526,1540,0.236321,0,28.511133,28.541502,1,50.018467,Normal
24,0,38777,24,23,ack,55,-------,1,1205,16091,885005,server1,Router,4.862605,4.862605,4.872608,0,328.316229,18057.4,55,0.00844,0,4.862605,4.892614,1.03001,50.040685,Normal
3,24.3,162868,23,24,tcp,1540,-------,4,5086,16091,24780100,Router,server1,16.57102,16.57102,16.581144,0,328.240918,505490,1540,0.236321,0,16.550774,16.581144,1,50.02192,Normal
15,24.15,568626,23,24,tcp,1540,-------,16,15850,16092,24781700,Router,server1,49.263005,49.263248,49.273371,0.000243,328.205808,505437,1540,0.236337,0.000243,49.242759,49.273371,1,50.030211,Normal
14,24.14,307472,14,22,tcp,1540,-------,15,9269,16103,24798600,clien-14,Switch2,29.211386,29.211386,29.221509,0,328.431807,505785,1540,0.236498,0,29.211386,29.241755,1,50.029965,Normal
24.5,5,357281,23,21,ack,55,-------,6,10508,16091,885005,Router,Switch1,33.042338,33.042338,33.052341,0,328.204851,18051.3,55,0.00844,0,33.032335,33.062345,1.030042,50.057349,Normal
24.1,1,352707,21,1,ack,55,-------,2,10400,16091,885005,Switch1,clien-1,32.701629,32.701629,32.711632,0,328.297902,18056.4,55,0.00844,0,32.681622,32.711632,1.030016,50.043427,Normal
15.1,24.35,429540,22,23,cbr,1000,-------,36,1697,6250,6250000,Switch2,Router,38.58608,38.58648,38.59656,0.0004,124.942227,124942,1000,0.059605,0.00088,38.576,38.60712,25,75.02312,Normal
1.1,24.21,609620,1,21,cbr,1000,-------,22,4663,6250,6250000,clien-1,Switch1,62.304,62.304,62.31408,0,124.944025,124944,1000,0.059605,0.00016,62.304,62.3344,25,75.0224,Normal
24.13,13,213656,23,22,ack,55,-------,14,6653,16103,885665,Router,Switch2,21.337552,21.337552,21.347556,0,328.460278,18065.3,55,0.008446,0,21.327549,21.357559,1.030032,50.055747,Normal
2,24.2,347283,2,21,tcp,1540,-------,3,10268,16091,24780100,clien-2,Switch1,32.265334,32.265334,32.275458,0,328.26404,505526,1540,0.236321,0.0016,32.265334,32.297304,1,50.018467,Normal
24.12,12,275769,23,22,ack,55,-------,13,8462,16103,885665,Router,Switch2,26.78811,26.78811,26.798114,0,328.491596,18067,55,0.008446,0,26.778107,26.808117,1.030026,50.051067,Normal
24.2,2,575086,24,23,ack,55,-------,3,15998,16091,885005,server1,Router,49.738269,49.738269,49.748272,0,328.26412,18054.5,55,0.00844,0,49.738269,49.768279,1.030022,50.048477,Normal
24.6,6,408922,23,21,ack,55,-------,7,11809,16091,885005,Router,Switch1,37.003454,37.003454,37.013457,0,328.19309,18050.6,55,0.00844,0,36.99345,37.02346,1.030048,50.059112,Normal
24.1,10,252933,24,23,ack,55,-------,11,7887,16103,885665,server1,Router,25.021126,25.021126,25.03113,0,328.561918,18070.9,55,0.008446,0,25.021126,25.051136,1.030013,50.040562,Normal
8.1,24.28,293959,23,24,cbr,1000,-------,29,397,6250,6250000,Router,server1,28.1968,28.197523,28.207603,0.000723,124.941228,124941,1000,0.059605,0.001363,28.176,28.207603,25,75.02352,Normal
2,24.2,396757,2,21,tcp,1540,-------,3,11513,16091,24780100,clien-2,Switch1,36.06211,36.06211,36.072233,0,328.26404,505526,1540,0.236321,0,36.06211,36.092479,1,50.018467,Normal
12,24.12,42904,23,24,tcp,1540,-------,13,1343,16103,24798600,Router,server1,5.269838,5.269838,5.279962,0,328.491489,505876,1540,0.236498,0,5.249592,5.279962,1,50.021057,Normal
10.2,24.52,73062,22,23,cbr,1500,-------,31,2658,8655,12982500,switch2,router,69.206051,69.207131,69.217251,0.00108,962.684973,1444030,1500,0.123811,0.032951,69.195571,69.228522,1,9.99048,UDP-Flood
10.1,24.3,406391,10,22,cbr,1000,-------,31,1475,6250,6250000,clien-10,Switch2,36.8,36.8,36.81008,0,124.944225,124944,1000,0.059605,0.000112,36.8,36.830352,25,75.02232,Smurf
2.2,24.44,57597,2,21,cbr,1500,-------,23,2098,8655,12982500,client-2,switch1,54.811571,54.811931,54.822051,0.00036,962.684973,1444030,1500,0.123811,0.0318,54.811571,54.843371,1,9.99048,UDP-Flood
24.6,6,25867,23,21,ack,55,-------,7,794,16091,885005,Router,Switch1,3.655168,3.655168,3.665171,0,328.19309,18050.6,55,0.00844,0,3.645165,3.675174,1.030048,50.059112,Normal
11,24.11,496467,11,22,tcp,1540,-------,12,14031,16103,24798600,clien-11,Switch2,43.710858,43.710858,43.720981,0,328.522879,505925,1540,0.236498,0,43.710858,43.741227,1,50.016373,Normal
11,24.11,64683,22,23,tcp,1540,-------,12,2024,16103,24798600,Switch2,Router,7.31076,7.31076,7.320883,0,328.522879,505925,1540,0.236498,0,7.300637,7.331006,1,50.016373,Normal
3,24.3,351213,3,21,tcp,1540,-------,4,10363,16091,24780100,clien-3,Switch1,32.56786,32.56786,32.577983,0,328.240918,505490,1540,0.236321,0,32.56786,32.598229,1,50.02192,Normal
5.2,24.47,8787,21,23,cbr,692,-------,26,341,9108,6302740,switch1,router,9.202655,9.205231,9.215286,0.002576,1016.522962,703434,692,0.060108,0.036526,9.192,9.228526,1,9.959955,UDP-Flood
9,24.9,90978,21,23,tcp,1540,-------,10,2832,16085,24770900,Switch1,Router,9.791112,9.791112,9.801235,0,328.063862,505218,1540,0.236234,0,9.780989,9.811358,1,50.030088,Normal
24.3,3,107193,21,3,ack,55,-------,4,3333,16091,885005,Switch1,clien-3,11.324459,11.324459,11.334462,0,328.241051,18053.3,55,0.00844,0,11.304453,11.334462,1.030029,50.051929,Normal
0.1,24.2,393655,21,23,cbr,1000,-------,21,1353,6250,6250000,Switch1,Router,35.83408,35.83408,35.84416,0,124.944425,124944,1000,0.059605,0.000122,35.824,35.854362,25,75.02224,Normal
6,24.6,409698,23,24,tcp,1540,-------,7,11836,16091,24780100,Router,server1,37.074146,37.074146,37.084269,0,328.192835,505416,1540,0.236321,0,37.053899,37.084269,1,50.029102,Normal
3,24.3,52428,21,23,tcp,1540,-------,4,1636,16091,24780100,Switch1,Router,6.152714,6.152714,6.162837,0,328.240918,505490,1540,0.236321,0,6.14259,6.17296,1,50.02192,Normal
14.1,24.34,584179,23,24,cbr,1000,-------,35,3399,6250,6250000,Router,server1,52.21248,52.21288,52.22296,0.0004,124.942626,124943,1000,0.059605,0.00072,52.192,52.22296,25,75.02296,Normal
6.1,24.26,435685,6,21,cbr,1000,-------,27,1756,6250,6250000,clien-6,Switch1,39.048,39.048,39.05808,0,124.942027,124942,1000,0.059605,0.001066,39.048,39.079306,25,75.0232,Normal
6,24.6,205272,21,23,tcp,1540,-------,7,6408,16091,24780100,Switch1,Router,20.550257,20.550257,20.56038,0,328.192835,505416,1540,0.236321,0,20.540134,20.570503,1,50.029102,Normal
24.3,3,530631,23,21,ack,55,-------,4,14875,16091,885005,Router,Switch1,46.339315,46.339315,46.349319,0,328.241051,18053.3,55,0.00844,0,46.329312,46.359322,1.030029,50.051929,Normal
24.12,12,445416,22,12,ack,55,-------,13,12735,16103,885665,Switch2,clien-12,39.812445,39.812445,39.822448,0,328.491596,18067,55,0.008446,0,39.792438,39.822448,1.030026,50.051067,Normal
14,24.14,205017,22,23,tcp,1540,-------,15,6392,16103,24798600,Switch2,Router,20.525427,20.525427,20.53555,0,328.431807,505785,1540,0.236498,0,20.515304,20.545674,1,50.029965,Normal
24.12,12,449425,23,22,ack,55,-------,13,12842,16103,885665,Router,Switch2,40.111968,40.111968,40.121971,0,328.491596,18067,55,0.008446,0,40.101965,40.131974,1.030026,50.051067,Normal
24.15,15,112378,22,15,ack,55,-------,16,3494,16092,885060,Switch2,clien-15,11.814022,11.814022,11.824026,0,328.206042,18051.3,55,0.008441,0,11.794016,11.824026,1.030045,50.060221,Normal
24.4,4,217102,24,23,ack,55,-------,5,6765,16091,885005,server1,Router,21.654228,21.654228,21.664232,0,328.218006,18052,55,0.00844,0,21.654228,21.684238,1.030035,50.055377,Normal
2,24.2,232516,2,21,tcp,1540,-------,3,7252,16091,24780100,clien-2,Switch1,23.105203,23.105203,23.115326,0,328.26404,505526,1540,0.236321,0,23.105203,23.135573,1,50.018467,Normal
12,24.12,327231,12,22,tcp,1540,-------,13,9767,16103,24798600,clien-12,Switch2,30.727565,30.727565,30.737688,0,328.491489,505876,1540,0.236498,0,30.727565,30.757934,1,50.021057,Normal
24.12,12,82193,22,12,ack,55,-------,13,2562,16103,885665,Switch2,clien-12,8.969054,8.969054,8.979058,0,328.491596,18067,55,0.008446,0,8.949048,8.979058,1.030026,50.051067,Normal
